"genenames","CHASM","DawnRank","EntroRank","Intdriver","MA","MCGfinder","MaxMIF_HumanNet","MaxMIF_Influencegraph","MaxMIF_STRINGv10","Muf_max_HumanNet","Muf_max_STRINGv10","Muf_max_influencegraph","Muf_sum_HumanNet","Muf_sum_STRINGv10","Muf_sum_influencegraph","Music","NMTF","OncodriveClust","OncodriveFM","SIFT","Subdyquency","Unicovex_PPR","Unicovex_influnecegraph","activedriver","dendrix_frequency","dendrix_weight","diffusion","dndscv","dotsfinder","drivernet","polyphen-2","ncg_6","cgc","ccgs"
"NR1H4",10227,0,5693,0,10845,0,208,4809,2634,273,14154,3936,1989,7046,266,10943,0,0,1268,4994,0,1557,1266,1509,0,0,0,15378,11205,0,3637,"N","N","N"
"IPO8",6564,0,879,0,2446,0,2506,2592,3637,2820,7209,2226,2495,1205,2714,5197,0,1231,3890,8243,751,989,743,1510,0,0,541,4295,2991,0,108,"N","N","N"
"AP1G2",8833,0,979,0,8993,0,953,979,9177,1781,10552,4155,1484,2192,1669,5437,0,2552,4427,9441,0,660,579,0,0,0,0,1809,721,0,6659,"N","N","N"
"BDKRB2",10451,0,5519,0,7208,0,3269,5460,9631,5679,364,4869,9632,6174,2549,9463,0,0,0,0,1026,3812,2785,1511,0,0,39,19196,10905,0,4979,"N","N","Y"
"DYNC1LI2",3760,0,6393,0,3204,0,6376,5444,2837,8734,5976,1415,6109,5685,2558,3651,0,570,2878,10883,663,2877,2545,235,0,0,57,3530,2466,97,6003,"N","N","N"
"P2RX5",7785,0,2678,0,14232,0,9323,5410,8014,13991,11612,8339,12083,10272,8988,7307,0,0,0,0,0,0,0,1512,0,0,0,4643,5697,0,5599,"N","N","N"
"ARHGAP23",3943,0,1190,0,8009,0,8605,945,9174,6302,4701,6029,4124,1501,3047,1643,0,522,0,0,0,0,0,758,0,0,0,9217,1464,0,4848,"N","N","N"
"RNF213",2197,0,112,192,3170,379,3224,298,1369,1146,2351,4555,472,320,729,7456,0,1685,0,0,218,122,91,7,0,0,0,4480,391,0,0,"N","N","Y"
"PAFAH1B3",9817,0,4659,0,16194,0,3776,5409,3876,9858,4878,1796,6186,7878,7190,2657,0,0,0,5460,0,4384,3388,0,0,0,0,8065,9127,0,3879,"N","N","N"
"NEB",5151,0,218,29,1275,22,8,48,34,39,802,858,64,32,100,460,148,1891,1527,6721,16,21,18,12,0,0,703,2591,18,0,4696,"N","N","N"
"CALCRL",10606,0,2250,0,8108,0,5451,4689,3782,7449,13786,4153,5252,6683,4592,2747,0,0,0,8144,0,2101,1507,0,0,0,0,4666,4139,0,0,"N","N","N"
"HRH1",4757,0,5505,0,15790,0,2668,5430,398,10462,5274,8588,8265,8171,8135,3636,0,0,0,8194,835,0,0,938,0,0,0,10557,4031,0,483,"N","N","N"
"LDB2",1131,0,779,0,2613,127,613,242,567,1064,3127,1761,596,690,1129,1123,0,1504,3715,6224,377,362,317,0,0,0,0,278,856,0,5724,"N","N","N"
"KLB",6192,0,5748,0,21543,0,3475,2617,2107,3082,2183,519,3567,2377,2450,2650,0,1207,0,9597,0,0,0,1513,0,0,0,13407,3682,0,4628,"N","N","N"
"PFDN1",0,0,5368,0,0,0,4365,5405,5588,9001,11114,8006,9227,9664,7294,3697,0,0,0,0,957,4279,3457,0,0,0,90,15897,0,0,0,"N","N","N"
"ADGB",3960,0,0,0,0,0,8635,1098,4701,0,0,0,0,0,0,7623,0,0,0,8161,0,0,0,1514,0,0,0,8247,1750,0,1211,"N","N","Y"
"CCDC167",9590,0,0,0,0,0,9333,5455,8314,13267,13441,11848,11352,9978,9085,2794,0,0,0,6004,0,0,0,1515,0,0,0,4885,9797,0,2949,"N","N","N"
"GIGYF1",4881,0,2408,0,3452,0,1399,3221,3220,2370,3022,8609,5829,5089,5079,2401,0,0,2720,915,0,1743,1397,336,0,0,0,3054,2667,0,7674,"N","N","N"
"CALU",6542,0,0,0,10333,0,3780,5456,1418,7213,15730,11991,8376,11576,9201,9712,0,0,0,4981,0,3822,0,1516,0,0,0,16892,8454,0,2267,"N","N","N"
"ENPP2",1054,0,1973,0,5629,0,2511,881,1223,1187,1799,4179,582,428,976,480,0,1791,0,10974,304,0,0,1517,0,0,0,455,404,0,0,"N","N","N"
"TNC",7139,0,808,0,3150,0,324,1967,629,953,1155,2217,1689,901,262,7518,0,1963,20,605,0,0,0,1518,0,0,0,9305,872,0,9302,"N","N","Y"
"CAMSAP1",4417,0,2679,0,2919,0,2565,1755,6270,5582,10007,5012,3956,3442,1777,7880,0,749,3338,9704,0,2131,1543,492,281,181,0,13385,2488,0,909,"N","N","N"
"PCSK5",3367,0,1185,0,5867,0,657,884,1554,1284,2284,2172,88,358,1707,718,0,1298,0,114,0,557,361,0,0,0,0,6187,232,0,0,"N","N","N"
"NOL8",8575,0,0,0,13195,0,2134,1027,3985,2202,9374,9915,2818,3060,3679,8826,0,0,913,944,0,0,0,773,0,0,0,13718,5554,0,3884,"N","N","N"
"CPXCR1",6701,0,0,0,15217,0,9021,3573,5267,9518,8099,10176,7119,4298,5491,1504,0,0,0,5803,0,0,0,0,0,0,0,16589,6463,0,2932,"N","N","N"
"ZNF438",10462,0,0,0,5044,0,3755,1030,9185,1999,9275,6577,1403,1258,1438,6163,0,1593,4179,9987,0,0,0,0,0,0,0,146,654,0,7765,"N","N","N"
"CEP164",8711,0,248,0,12673,0,4275,1107,1761,3971,5956,2392,3891,1482,1545,2029,0,0,2164,1485,777,0,0,2758,0,0,520,3347,1383,0,6606,"N","N","Y"
"ARNTL",5932,0,6574,0,18753,0,3931,5462,2057,5794,1776,1424,3167,4378,4012,3824,0,0,0,11600,0,3221,2795,5928,0,0,0,2592,6895,0,0,"N","N","N"
"PXDN",5251,0,4058,0,8469,0,1627,2616,1933,1270,2112,2654,30,3229,4781,7276,0,1844,4060,8556,0,2438,2113,893,0,0,0,3778,2050,0,5542,"N","N","Y"
"KIAA0232",5273,0,0,0,6444,0,8588,826,5262,1917,6779,5278,926,665,1002,1614,0,1603,4447,11618,0,168,0,2768,0,0,0,2732,656,0,1362,"N","N","N"
"TIAM2",2336,0,708,0,2450,0,2187,1188,1117,1272,3760,3846,548,461,946,5451,0,1904,0,0,257,192,190,3166,0,0,0,3523,1239,0,4564,"N","N","N"
"EGR3",11340,2,1773,0,18484,0,2244,934,880,2942,1477,4264,3179,1318,2704,925,0,0,0,11631,0,0,0,0,0,0,0,170,5632,0,0,"Y","N","N"
"ZC3H12C",967,0,0,0,8512,0,8732,1785,3375,9415,7466,10866,7011,4135,5853,3833,0,1940,3238,6934,0,0,0,1519,0,0,0,4599,1813,0,4608,"N","N","N"
"MDM2",765,0,6601,0,4204,0,35,2134,9295,44,61,176,2066,2678,212,8759,0,0,0,0,0,4048,3145,1520,0,0,0,7999,4687,0,0,"Y","N","Y"
"ATN1",3860,0,275,0,8377,40,175,26,1256,587,4431,1396,38,87,147,18,0,2123,334,5482,0,40,36,1521,0,0,0,45,68,0,2315,"N","N","Y"
"TPPP2",8791,0,0,0,15970,0,8742,1863,5774,9511,11384,10065,7111,5793,5445,3909,0,0,1721,4725,0,0,0,0,0,0,0,5950,5315,0,4699,"N","N","N"
"MRC2",5729,0,4059,0,12241,0,2065,1385,4215,4571,9944,10738,1866,4985,5788,4746,0,0,0,0,0,1476,1114,2246,0,0,0,2562,2048,0,0,"N","N","N"
"KLK12",5489,0,4448,0,1052,0,263,1847,7605,5568,11821,11392,5835,4970,6128,16486,0,0,0,897,0,0,0,0,39,29,0,17173,9890,0,0,"N","N","N"
"REV1",7710,0,1186,0,8907,0,407,582,1357,1104,2228,2584,1157,1081,1613,8947,0,0,1090,11610,0,550,494,4127,0,0,0,5605,5287,0,3897,"N","N","Y"
"C20orf72",0,0,0,0,8219,0,10220,10131,10223,0,0,0,0,0,0,9615,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"N","N","N"
"PYGB",153,0,1304,0,219,0,1010,808,1988,3373,5881,2328,2891,1879,2281,2502,0,0,4973,10249,913,908,709,1522,0,0,0,2805,3365,0,357,"N","N","N"
"POFUT2",11341,0,4200,0,18776,0,8591,848,2491,9566,7433,4315,7169,4372,589,11143,0,0,0,875,0,0,0,0,0,0,0,6982,12300,0,0,"N","N","N"
"CARD10",8961,0,2680,0,15108,0,3187,1238,2582,4939,8333,3920,1644,2433,5100,2359,0,0,990,11622,0,2135,1527,0,0,0,0,5223,6768,0,8767,"N","N","N"
"SLC2A2",11342,0,4201,0,18778,0,1878,2127,587,7500,2814,4314,6323,3225,8252,11542,0,0,0,891,0,0,0,0,0,0,0,4717,11277,0,0,"N","N","N"
"CEP135",9745,0,1110,0,6253,0,5993,1442,1814,7930,3768,3150,6218,3569,1335,2709,0,0,498,11602,1074,1629,1362,2569,0,0,114,11592,3243,0,2343,"N","N","N"
"MEP1A",1691,0,1786,0,125,332,1097,1003,2985,1332,5945,4490,480,993,1339,10771,0,0,196,885,0,382,280,0,0,0,0,13135,3187,0,9397,"N","N","Y"
"C9orf114",8437,0,0,0,4312,0,10219,10130,10222,0,0,0,0,0,0,8384,0,0,0,0,0,0,0,0,0,0,0,5121,5548,0,0,"N","N","N"
"ENOX2",3899,0,0,0,4346,0,5429,1432,6747,7720,11293,10439,6864,5946,5630,7205,0,709,0,0,0,1830,0,1523,0,0,0,9116,3692,0,9128,"N","N","N"
"HDX",1045,0,0,0,6334,0,8448,175,4822,4122,8662,7228,2469,1596,2096,457,0,1256,3602,6108,0,549,0,1524,0,0,0,2147,653,0,5709,"N","N","N"
"PRUNE",1126,0,0,0,3477,0,10181,10092,10184,11287,14698,0,14730,14595,0,1527,0,0,0,0,0,969,0,1525,216,272,0,477,1639,0,0,"N","N","N"
"YY1AP1",4665,0,5874,0,4205,0,4953,5714,5370,8386,7221,4511,7629,10290,7548,6508,0,2468,3791,9711,0,3351,2237,1091,0,0,0,3515,1172,0,6075,"N","N","N"
"SPTA1",3253,0,30,41,1211,12,317,63,9088,514,4495,1212,36,28,76,37,11,2045,0,0,22,14,12,840,0,0,701,419,22,169,4337,"Y","N","Y"
"SZT2",5358,0,0,0,0,0,784,1513,6116,1748,9452,8591,3583,2679,3333,7604,0,0,0,6616,0,0,0,1526,0,0,0,5582,738,0,0,"N","N","Y"
"SMNDC1",11343,0,6141,0,18797,0,1382,5718,9660,617,15755,2794,778,11601,6321,21944,0,0,0,899,0,4718,3935,0,0,0,0,10339,12520,0,0,"N","N","N"
"MGMT",10341,16,1794,0,17820,0,3687,2660,272,3431,12314,4701,3850,3945,2881,1961,0,0,0,11617,942,0,0,5247,0,0,0,3377,4358,0,0,"Y","N","Y"
"ZNF22",9818,0,2103,0,3328,0,6204,4923,4541,7260,4906,9074,6424,3082,5201,4325,0,0,4103,11387,0,0,0,0,0,0,0,18895,9148,0,7159,"N","N","N"
"OR4C12",10219,0,2147,0,14248,0,9189,4664,4411,9519,6952,5826,7120,4055,5275,4975,0,0,795,936,0,0,0,900,0,0,0,19607,10253,0,3474,"N","N","N"
"C12orf71",8985,0,0,0,12257,0,9163,4450,8009,0,0,0,0,0,0,8342,0,0,0,0,0,0,0,0,0,0,0,5175,6657,0,8877,"N","N","N"
"BICD1",6750,0,1606,0,16206,0,5480,4899,4682,6752,6564,2897,3837,3646,4217,8323,0,0,2092,930,0,1980,1564,1610,0,0,0,11846,4763,0,5715,"N","N","N"
"IFT88",4374,0,581,0,5378,0,1417,1227,2370,1612,3480,1965,1601,1114,1832,7978,0,187,4479,10025,0,1001,793,892,0,0,0,8149,2403,0,6535,"N","N","N"
"BMP4",6048,0,1245,0,15360,0,1803,4451,924,2222,1273,4415,803,558,672,5146,0,0,939,11616,1147,1898,1597,0,0,0,106,3337,4157,115,3132,"N","N","N"
"SLTM",631,0,2409,0,13129,0,5230,4995,5554,5035,9363,9465,4869,4839,5365,11595,0,0,640,4255,0,0,0,33,0,0,0,3436,4689,0,2239,"N","N","N"
"ZNF689",8986,0,2681,0,15683,0,7136,5712,4964,11700,5151,11676,9950,7571,8884,9203,0,0,0,250,0,0,0,0,0,0,0,9160,5908,0,6619,"N","N","N"
"CDH11",5092,0,1739,95,1775,0,873,404,290,1304,10544,2115,1575,2184,1804,7340,0,446,3817,10443,0,707,554,1527,0,0,0,10202,1938,0,600,"N","N","Y"
"IRF8",11344,0,6197,0,18791,0,7827,5723,2757,12340,1904,2587,7362,5701,7208,10528,0,0,0,955,0,5029,3972,0,0,0,0,2289,8159,0,0,"N","N","Y"
"CARD14",8992,0,2682,0,7013,0,3901,2772,3483,3302,8242,3783,4632,1759,5048,8401,0,0,2533,952,0,2115,1535,2946,0,0,0,5156,6770,0,8060,"N","N","N"
"ZCCHC2",5615,0,0,0,9177,0,3902,1555,5711,5857,10246,10573,6043,4977,5699,5248,0,1787,2440,4410,0,0,0,1528,0,0,0,6452,2295,0,4720,"N","N","N"
"SYDE1",6629,0,1018,0,3612,0,8799,2211,2315,6314,4703,6273,4137,2244,2911,1223,0,0,3862,8131,0,0,0,1529,0,0,0,3102,3580,0,1044,"N","N","N"
"ZNF77",11117,0,2683,0,14824,0,6973,5711,3021,11678,2079,10476,11062,6601,8675,12200,0,0,474,501,0,0,0,0,0,0,0,18356,12052,0,3167,"N","N","N"
"TTYH1",3415,0,4582,0,6616,0,2914,1090,5653,3757,9108,4515,1323,2276,3275,6594,0,1820,0,8967,0,0,0,0,0,0,0,2360,2668,0,0,"N","N","N"
"ADA",6028,0,1931,0,5768,0,850,2169,1824,2490,6002,7944,1902,4745,4777,4068,0,0,4182,7365,0,1592,1200,973,0,0,0,5108,6450,0,274,"N","N","N"
"CBS",2529,0,2684,0,3180,0,2899,5730,2529,5662,1775,12466,7428,3557,9594,6924,0,0,0,0,0,3610,2679,1530,0,0,0,10301,6899,0,2051,"N","N","N"
"ATP1B3",8335,0,5395,0,18779,0,7374,5731,4668,10786,5913,617,8815,9387,2540,9412,0,0,0,11604,0,0,0,0,0,0,0,2492,9442,0,0,"N","N","N"
"GMPS",2633,0,5399,0,4280,0,2152,5726,4046,5975,16117,6661,2838,11963,7572,3269,0,0,0,9937,0,4801,3667,1531,0,0,0,11019,5453,0,4763,"N","N","Y"
"FREM3",7011,0,0,0,0,0,9273,5098,7101,9357,7243,10179,6949,3354,5492,2143,0,1027,0,9356,0,0,0,1532,0,0,0,3058,766,0,0,"N","N","N"
"CDKL2",11345,0,0,0,18786,0,2549,5728,7874,4074,15263,12175,8243,11110,9354,9810,0,0,0,11613,0,0,0,0,0,0,0,2729,10373,0,0,"N","N","Y"
"HPSE",4265,0,5726,0,2050,0,3117,5724,1784,10559,1320,4438,9871,6202,7088,200,0,2182,423,4209,0,0,0,1533,0,0,0,363,1405,0,2762,"N","N","N"
"CDC20B",9299,0,2389,0,7229,0,4977,4449,4677,5256,7215,6292,3136,3329,5169,2334,0,0,0,953,0,1698,1688,0,0,0,0,14131,6970,0,0,"N","N","N"
"ELL2",1693,0,334,0,5498,0,2730,1002,2337,1958,5854,2538,1841,1305,1232,1503,0,773,3709,8025,0,415,377,1534,0,0,0,573,1348,0,7027,"N","N","N"
"PRSS35",9884,0,0,0,10092,0,9121,4229,7393,9400,9856,10759,6995,4921,5799,2103,0,0,3086,6834,0,0,0,0,0,0,0,16813,5124,0,5845,"N","N","N"
"PPP1R9A",1569,0,2685,0,8650,193,2260,342,3175,1122,7258,4598,482,483,730,7451,0,270,0,922,0,111,129,2139,0,0,0,3172,574,0,0,"N","N","Y"
"KIAA0146",0,0,0,0,13365,0,10211,10122,10214,0,14715,2533,0,16368,11733,8696,0,0,0,0,0,0,0,0,0,0,0,0,3660,0,0,"N","N","N"
"CHD7",365,0,672,0,12871,143,4866,566,2401,1554,5042,1784,804,221,770,7435,0,555,0,0,0,0,0,2513,0,0,0,3759,299,0,6199,"N","N","N"
"TRIQK",475,0,0,0,0,0,9381,5715,7902,13274,15211,11911,11360,11058,9137,4636,0,0,0,9657,0,0,0,0,0,0,0,6465,10273,0,937,"N","N","N"
"IFNA2",10245,0,833,0,2408,0,7819,3769,1385,8151,1362,5569,6751,4147,3730,330,0,2584,0,5542,1171,2093,1604,0,0,0,0,1757,4000,0,0,"N","N","N"
"SLC28A3",5804,0,0,0,8272,0,8169,2011,5517,5981,9190,9808,3963,2485,3648,7197,0,153,1383,3851,0,0,0,0,0,0,0,8936,3204,0,2854,"N","N","N"
"HRC",6401,0,3869,0,6406,0,2018,2746,3474,2817,3648,1170,2957,2637,2432,234,0,868,3281,5665,0,760,769,1959,0,0,0,60,830,0,9007,"N","N","Y"
"PRDM14",6125,0,1043,0,18796,0,6358,2436,2531,5612,2820,3192,3174,1715,2572,649,0,0,1913,1980,0,742,999,647,0,0,0,368,1475,0,1625,"N","N","N"
"COBRA1",0,0,0,0,18788,0,10372,10372,10372,0,0,0,0,0,0,2855,0,0,0,0,0,2720,0,0,0,0,0,0,0,0,0,"N","N","N"
"NID1",460,0,429,0,2151,181,535,201,791,937,1865,1499,193,152,394,1141,0,887,153,6168,143,155,136,0,0,0,0,542,251,0,2029,"N","N","N"
"METTL7A",9304,0,0,0,3057,0,2376,1139,2877,6019,8922,10991,4309,3391,5925,10779,0,0,3109,8976,0,0,0,1535,0,0,0,14805,10630,0,4916,"N","N","N"
"TUBA3C",2189,0,6345,0,18819,0,431,1921,2188,2547,15815,2439,3805,11661,6320,3586,0,2156,0,8812,0,2739,3806,301,0,0,0,4285,1611,0,0,"N","N","N"
"KRTAP4-9",6818,0,0,0,2411,0,8648,1257,8065,9635,13310,11226,7239,5949,6034,5573,0,0,4400,9507,0,0,0,0,0,0,0,2400,6585,0,9149,"N","N","N"
"CLHC1",9476,0,2686,0,0,0,7100,1959,2950,12694,8203,9239,10880,5706,8633,9861,0,0,0,4224,0,0,0,0,0,0,0,18262,9947,0,5541,"N","N","N"
"PCIF1",6314,0,0,0,18816,0,2235,1937,7318,7785,11647,11818,11283,10775,9060,11048,0,0,0,0,0,0,0,2552,0,0,0,17535,8518,0,7297,"N","N","N"
"MYRIP",184,0,1983,0,6477,0,955,1163,3445,2288,7307,6583,2885,2352,3072,727,0,253,4327,9803,0,833,708,1536,270,224,0,2970,648,0,7596,"N","N","N"
"MRFAP1L1",11050,0,0,0,13130,0,7115,1942,3528,12147,10288,13344,10809,9382,10315,6050,0,0,3260,8433,0,4533,0,1029,0,0,0,13650,9380,0,5348,"N","N","N"
"BTN3A2",11347,0,0,0,18801,0,8735,1804,4534,9460,9940,11321,7059,6553,6088,12893,0,0,0,924,0,0,0,0,0,0,0,10151,12958,0,0,"N","N","N"
"POLR1C",259,0,5564,0,1953,0,669,1935,2181,4257,7715,4726,4595,2821,4265,4236,0,0,3348,8539,0,4604,3480,1537,0,0,0,3332,6476,0,8950,"N","N","Y"
"SNTG1",3446,0,0,0,10655,0,1264,425,1342,1192,10525,7861,2031,2166,2169,4655,192,0,1525,900,0,618,0,4982,0,0,0,11064,6503,0,9153,"N","N","N"
"GAPVD1",4013,0,897,0,10424,0,1869,1024,3169,4051,13845,1414,1388,6742,2571,7962,0,1989,0,6920,1145,1705,1384,847,0,0,0,12996,2598,0,0,"N","N","N"
"MSL3",1358,0,1813,0,5416,0,713,1688,1581,3516,6698,6137,4577,2749,2683,8787,0,0,4290,8898,0,1444,1083,1090,0,0,0,13236,5579,0,1205,"N","N","N"
"AWAT2",9542,0,0,0,9267,0,3354,1204,3804,6738,8507,11132,6358,4945,5988,5827,0,0,0,5947,0,0,0,0,0,0,0,8720,5146,0,3524,"N","N","N"
"CMIP",3055,0,0,0,6674,0,5119,1616,2627,7150,6145,11104,6280,4751,5976,1955,0,0,4504,11612,0,0,0,5650,0,0,0,2287,3646,0,8465,"N","N","N"
"BAHCC1",6830,0,0,0,4260,0,8642,1173,2106,0,0,0,0,0,0,6549,0,0,4619,11626,0,1951,0,0,0,0,0,0,3454,0,8634,"N","N","N"
"SLC9C2",11348,0,0,0,0,0,4904,3888,5518,6546,8959,11345,4790,4299,6104,21909,0,0,0,869,0,0,0,0,0,0,0,1796,12656,0,0,"N","N","N"
"PADI4",3818,0,2687,0,1173,0,6954,4412,402,11217,195,7727,11256,7210,8702,8854,0,0,3957,9123,0,4388,2719,0,0,0,0,14530,5797,0,1882,"N","N","Y"
"SLC9A1",4920,0,1412,0,18836,0,2636,1760,1532,5553,2015,3737,1722,2069,1704,11590,0,0,898,872,0,2162,1782,516,0,0,0,17613,9222,0,8819,"N","N","Y"
"AGRN",1958,0,6157,0,18820,0,728,2148,1666,1587,4539,1426,2101,2439,699,9282,0,0,0,933,1031,1455,1141,6148,0,0,0,9798,8528,174,0,"N","N","N"
"DIP2C",1536,0,0,0,9028,146,1247,756,2752,1004,5899,5690,514,500,1018,2128,0,0,1526,927,0,204,0,2419,0,0,0,828,1387,0,9160,"N","N","Y"
"CACNA1C",277,0,103,0,1434,250,305,86,384,586,6575,1599,156,313,237,2176,118,359,0,893,99,87,79,682,0,0,645,17286,204,60,0,"N","N","N"
"OR6C2",10420,0,2148,0,11453,0,8893,2820,3414,9416,6926,6247,7012,4059,5289,3604,0,0,1630,913,0,0,0,0,0,0,0,19660,4754,0,4521,"N","N","N"
"AKAP11",4789,0,1790,0,5307,0,1880,615,2454,2690,6772,4810,1671,1618,1990,2825,0,1390,357,4129,0,658,547,150,0,0,0,3123,1368,0,2247,"N","N","Y"
"TRIP11",3668,0,1994,0,10081,402,1118,573,2737,1161,5880,5107,647,699,1366,7794,0,823,69,478,0,303,313,1539,0,0,0,5182,759,0,9389,"N","N","Y"
"CTCF",42,0,13,0,425,0,838,117,30,786,270,1232,359,112,36,20,0,45,721,11055,48,92,87,8,0,0,609,17,42,13,8277,"Y","Y","Y"
"MFSD11",4828,0,0,0,3591,0,676,1239,5671,3297,11070,8875,3734,3245,3400,5374,0,0,2195,873,0,1002,0,2040,0,0,0,2590,3597,0,5878,"N","N","N"
"PALM3",6693,0,0,0,18833,0,9157,4411,7545,13294,12058,12047,11380,9928,9248,11025,0,0,0,962,0,0,0,6484,0,0,0,18814,7531,0,16,"N","N","N"
"UPF1",248,0,5108,0,4050,0,1352,4390,3453,1502,3656,3313,2258,3248,7185,2925,0,1068,0,8795,0,3563,2434,129,0,0,0,7595,3347,0,0,"N","N","Y"
"ZNF578",8978,0,0,0,6280,0,8677,1467,2622,6331,4756,9508,4154,2001,3571,597,0,0,0,0,0,1128,0,0,0,0,0,6008,1730,0,0,"N","N","N"
"DOCK10",3914,0,2688,0,3319,0,5554,189,3482,1782,6620,5318,876,524,1003,6699,0,2404,3674,6141,0,186,189,1540,0,0,0,4752,564,0,8037,"N","N","N"
"STARD7",2501,0,0,0,4175,0,2254,1383,3631,4509,10063,9967,4275,4233,5399,6923,0,0,3216,8381,0,0,0,0,0,0,0,6613,5725,0,8900,"N","N","N"
"CLTCL1",3277,0,591,0,1710,0,1805,2573,9337,4843,3766,1404,3024,2006,908,8453,0,0,2544,10457,1076,0,0,99,0,0,207,12296,6665,0,8291,"N","N","Y"
"BOC",1458,0,1563,0,14956,0,2388,2883,1337,5841,2684,4942,3204,4744,3183,8324,0,0,217,958,0,1902,1580,0,0,0,0,17028,4349,0,9616,"Y","N","N"
"PLXNA1",503,0,366,0,1151,0,453,169,1028,1020,4744,1783,458,457,302,1837,0,2430,1360,11795,216,171,159,3762,0,0,616,2091,610,0,1847,"N","N","N"
"COL6A5",3667,0,276,178,0,0,8086,22,560,0,0,0,0,0,0,395,0,507,0,10290,0,0,0,0,0,0,0,2897,118,0,0,"N","N","N"
"IQCG",6543,0,0,0,10732,0,5802,4424,8683,9301,14524,12249,6687,10549,9410,10522,0,0,2003,8857,0,5000,0,1541,0,0,0,18171,10278,0,3217,"N","N","N"
"NDNF",3243,0,0,0,0,0,8900,2870,8425,9342,11877,10037,6934,5743,5432,7151,0,0,0,6258,0,0,0,0,0,0,0,5526,3486,0,1289,"N","N","N"
"MEPCE",10634,0,5164,0,18829,0,4150,4418,3249,8801,9506,6099,6320,5447,8398,10772,0,0,0,903,0,4078,3090,5985,0,0,0,19539,8090,0,5992,"N","N","N"
"KCTD7",8,0,3870,0,1282,0,9159,4423,9519,13385,15350,7343,11472,11197,8533,10571,0,0,0,10933,0,0,0,1542,0,0,0,1233,10244,0,8542,"N","N","N"
"GRHL2",4618,0,2390,0,2963,0,3413,1493,628,4038,2658,6485,5852,2772,5092,1161,0,1944,4855,10953,0,2061,1348,0,0,0,0,1670,1395,0,966,"N","N","N"
"KCNV1",2095,0,1812,0,6627,0,3463,2265,9302,2933,6220,2873,3153,1737,1719,406,0,2354,2109,886,0,0,0,0,0,0,0,3727,1843,0,4311,"N","N","N"
"IPPK",11349,0,2689,0,18827,0,6590,2751,5238,6576,9765,7168,4413,5546,4075,16256,0,0,0,950,0,0,0,0,0,0,0,5871,13397,0,0,"N","N","N"
"LINC00476",0,0,0,0,0,0,9158,4420,9518,0,0,0,0,0,0,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"N","N","N"
"AFF2",2636,0,0,0,2531,25,181,59,2153,565,4891,1989,113,63,181,46,0,1040,61,332,0,32,0,1543,0,0,0,165,57,0,7095,"Y","N","N"
"PIK3R1",49,0,5,90,1449,61,3,28,9079,4,980,24,43,38,40,12,0,2539,1841,5200,10,28,28,4152,0,0,689,13,30,0,5830,"Y","N","Y"
"GPA33",11350,0,0,0,18847,0,5318,2363,5014,2954,9889,9524,3883,3503,3574,10343,0,0,0,959,0,0,0,0,0,0,0,5416,11717,0,0,"N","N","N"
"FMO1",4597,0,0,0,6393,0,5968,4566,6372,7017,14122,11385,4669,7015,6124,2213,0,2569,1506,5789,0,0,0,1544,0,0,0,11349,2499,0,3488,"N","N","N"
"PTPN14",929,0,1596,0,4064,0,266,297,503,629,3028,5218,911,820,1364,7751,0,389,3498,5144,0,347,326,1545,0,0,0,8488,918,0,6412,"N","N","Y"
"LARP4B",2868,0,2690,0,11160,0,2788,3178,9394,5498,13767,10169,3252,6664,5487,5947,0,315,0,10221,0,1950,1518,471,0,0,0,169,913,0,5082,"N","N","N"
"OR4S2",9529,0,2149,0,6982,0,8803,2247,3133,9362,6921,5902,6954,3476,5278,5576,0,0,2002,5238,0,0,0,1546,0,0,0,15347,5341,0,3799,"N","N","Y"
"OR10A2",10908,0,2150,0,9770,0,9099,4080,4120,9490,6946,6752,7090,4053,5326,4860,0,0,3293,6568,0,0,0,0,0,0,0,6927,5887,0,4780,"N","N","N"
"GLT1D1",8845,0,0,0,3928,0,4132,2113,5620,4269,10218,9497,3611,3009,3567,5816,0,0,0,967,0,0,0,0,0,0,0,16921,11021,0,0,"N","N","N"
"RAPGEF3",11351,0,5427,0,18856,0,5373,5296,9608,8054,15868,5122,4470,11714,4782,4390,0,0,0,11615,0,4193,3173,0,0,0,0,520,4683,0,0,"N","N","Y"
"DLK1",10284,0,2691,0,12839,0,2672,5315,2269,3180,1766,9511,4489,4431,8368,5694,0,0,2968,923,0,0,0,0,0,0,0,19198,10310,0,644,"N","N","Y"
"ATG2B",3158,0,2692,0,4246,0,8650,1279,2081,6353,7984,8412,4176,2612,3285,7531,0,538,1396,5281,0,0,0,349,0,0,0,8962,925,0,3804,"N","N","N"
"MAN2C1",11352,0,2693,0,18852,0,802,989,820,5349,3444,8365,3208,3611,4020,17183,0,0,0,883,0,1424,2079,0,0,0,0,3717,13429,0,0,"N","N","N"
"PRSS33",10927,0,0,0,18331,0,9303,5297,5229,13941,9158,13844,12033,9553,10717,4155,0,0,636,3858,0,0,0,0,0,0,0,13634,8985,0,2800,"N","N","N"
"MYH1",1981,0,623,0,693,335,78,184,647,370,2045,2403,219,116,677,6574,61,1572,506,884,0,118,101,951,0,0,0,6717,387,0,364,"N","N","Y"
